,Mineral Name,RRUFF Chemistry (plain),IMA Chemistry (plain),Chemistry Elements,IMA Number,RRUFF IDs,Country of Type Locality,Year First Published,IMA Status,Structural Groupname,Fleischers Groupname,Status Notes,Crystal Systems,Space Groups,Oldest Known Age (Ma),Valence Elements,Paragenetic Modes
2733,Kingsgateite,Zr4+Mo6+2O7(OH)2·2H2O,ZrMo6+2O7(OH)2·2H2O,Zr Mo O H,IMA2019-048,nan,Australia,2019,Approved, , ,"Elliot P, Kampf A R (2022) Kingsgateite, ZrMo^6+^_2_O_7_(OH)_2_·2H_2_O, the first natural zirconium molybdate from Kingsgate, New South Wales, Australia. Mineralogical Magazine 86, 486-491",tetragonal,I4_1cd,,Zr^4+ Mo^6+ O H,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
2734,Kingsmountite,Ca3Mn2+Fe2+Al4(PO4)6(OH)4·12H2O,Ca3MnFe2+Al4(PO4)6(OH)4·12H2O,Ca Mn Fe Al P O H,"IMA1978-041, IMA2019 s.p.",R220015,USA,1978,"Approved,Redefined",Calcioferrite,calcioferrite,"Dunn P J, Peacor D R, White J S, Ramik R A (1979) Kingsmountite, a new mineral isostructural with montgomeryite, The Canadian Mineralogist 17, 579-582

Chemical formula changed from Ca_4_Fe^2+^Al_4_(PO_4_)_6_(OH)_4_·12H_2_O:
Grey I E, Kampf A R, Smith J B, Williams T, MacRae C M (2019) The calcioferrite group approved and kingsmountite redefined. European Journal of Mineralogy 31, 1007-1014",monoclinic,C2,2527.0,Ca Mn^2+ Fe^2+ Al P O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
2735,Kingstonite,Rh3S4,Rh3S4,Rh S,IMA1993-046,nan,Ethiopia,1993,Approved,Kingstonite, ,"Stanley C J, Criddle A J, Spratt J, Roberts A C, Szymański J T, Welch M D (2005) Kingstonite, (Rh,Ir,Pt)_3_S_4_, a new mineral species from Yubdo, Ethiopia, Mineralogical Magazine 69, 447-453",monoclinic,C2/m,,Rh S,"Abiotic, Primary; Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM37 - Layered igneous formations"
2736,Kinichilite,Mg0.5Mn2+Fe3+(Te4+O3)3·4.5H2O,Mg0.5Mn2+Fe3+(Te4+O3)3·4.5H2O,Mg Mn Fe Te O H,IMA1979-031,nan,Japan,1979,Approved,Zemannite,zemannite,"Hori H, Koyama E, Nagashima K (1981) Kinichilite, a new mineral from the Kawazu mine, Shimoda city, Japan, Mineralogical Journal 10, 333-337

Chemical formula revised:
Miletich R (1995) Crystal chemistry of the microporous tellurite minerals zemannite and kinichilite, Mg_0.5_[Me^2+^Fe^3+^(TeO_3_)_3_]4·5H_2_O, (Me^2+^ = Zn;Mn), European Journal of Mineralogy 7, 509-523",hexagonal,P6_3/m,48.0,Mg Mn^2+ Fe^3+ Te^4+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
2737,Kinoite,Ca2Cu2+2Si3O10·2H2O,Ca2Cu2Si3O10·2H2O,Ca Cu Si O H,IMA1969-037,R040155 R050168,USA,1969,Approved, , ,"Anthony J W, Laughon R B (1970) Kinoite, a new hydrous copper calcium silicate mineral from Arizona, American Mineralogist 55, 709-715",monoclinic,P2_1/m,1080.0,Ca Cu^2+ Si O H,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism"
2738,Kinoshitalite,BaMg3(Si2Al2)O10(OH)2,BaMg3(Si2Al2O10)(OH)2,Ba Mg Si Al O H,IMA1973-011,R070656,Japan,1973,Approved,"Mica, Clay",mica-brittle micas,"Yoshii M, Maeda K, Kato T, Watanabe T, Yui S, Kato A, Nagashima K (1973) Kinoshitalite, a new mineral from the Noda-Tamagawa mine, Iwate Prefecture, Chigaku Kenkyu 24, 181-190",monoclinic,C2/m,2100.0,Ba Mg Si Al O H,"Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
2739,Kintoreite,Pb2+Fe3+3(PO4)(PO3OH)(OH)6,PbFe3+3(PO4)(PO3OH)(OH)6,Pb Fe P O H,IMA1992-045,nan,Australia,1992,Approved,Alunite-crandallite,alunite-jarosite-dussertite subgroup,"Pring A, Birch W D, Dawe J, Taylor M, Deliens M, Walenta K (1995) Kintoreite, PbFe_3_(PO_4_)_2_(OH,H_2_O)_6_, a new mineral of the jarosite-alunite family, and lusungite discredited, Mineralogical Magazine 59, 143-148",hexagonal,R-3m,1861.0,Pb^2+ Fe^3+ P O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
2740,Kipushite,Cu2+6(PO4)2(OH)6·H2O,Cu6(PO4)2(OH)6·H2O,Cu P O H,IMA1983-046,R060826,Democratic Republic of the Congo,1983,Approved,Philipsburgite, ,"Piret P, Deliens M, Piret-Meunier J (1985) Occurrence and crystal structure of kipushite, a new copper-zinc phosphate from Kipushi, Zaire, The Canadian Mineralogist 23, 35-42",monoclinic,P2_1/c,1861.0,Cu^2+ P O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
2741,Kircherite,(Na5Ca2K)(Si6Al6O24)(S6+O4)2·0.33H2O,[Na5Ca2K](Si6Al6O24)(SO4)2·0.33H2O,Na Ca K Si Al O S H,IMA2009-084,nan,Italy,2009,Approved,Cancrinite, ,"Cámara F, Bellatreccia F, Della Ventura G, Gunter M E, Sebastiani M, Cavallo A (2012) Kircherite, a new mineral of the cancrinite-sodalite group with a 36-layer stacking sequence: Occurrence and crystal structure, American Mineralogist 97, 1494-1504",hexagonal,R32,,Na Ca K Si Al O S^6+ H,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
2742,Kirchhoffite,CsBSi2O6,CsBSi2O6,Cs B Si O,IMA2009-094,nan,Tajikistan,2009,Approved, , ,"Agakhanov A A, Pautov L A, Karpenko V Y, Sokolova E, Hawthorne F C, (2012) Kirchhoffite, CsBSi<sub>2</sub>O<sub>6</sub>, a new mineral species from the Darai-Pioz Alkaline Massif, Tajikistan: Description and crystal structure, The Canadian Mineralogist 50, 523-529",tetragonal,I4_1/acd,359.0,Cs B Si O,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
2743,Kirkiite,Pb2+10Bi3+3As3+3S2-19,Pb10Bi3As3S19,Pb Bi As S,IMA1984-030,nan,Greece,1984,Approved, , ,"Moëlo Y, Oudin E, Makovicky E, Karup-Møller S, Pillard F, Bornuat M, Evanghelou E (1985) La kirkiite, Pb_10_Bi_3_As_3_S_19_, une nouvelle espèce minérale homologue de la jordanite, Bulletin de Minéralogie 108, 667-677",monoclinic,P2_1/m,,Pb^2+ Bi^3+ As^3+ S^2-,"Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM11 - Volcanic fumarole minerals, Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
2744,Kirschsteinite,CaFe2+SiO4,CaFe2+(SiO4),Ca Fe Si O,nan,R070266,Democratic Republic of the Congo,1957,"Approved,Grandfathered",Olivine,olivine,"Sahama T G, Hytönen K (1957) Kirschsteinite, a natural analogue to synthetic iron monticellite, from the Belgian Congo, Mineralogical Magazine 31, 698-699",orthorhombic,Pbnm,4568.5,Ca Fe^2+ Si O,"Abiotic, Biotic, Primary, Secondary; Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, PM6 - Secondary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, Stage 10b: Anthropogenic minerals, PM56 - Slag and smelter minerals"
2745,Kiryuite,NaMn2+Al(PO4)F3,NaMnAl(PO4)F3,Na Mn Al P O F,IMA2021-041,nan,Japan,2021,"Approved,Pending publication",Viitaniemiite, ,"Nishio-Hamane, D., Ikari, I. and Ohara, Y. (2021) Kiryuite, IMA 2021-041. CNMNC Newsletter 63; Mineralogical Magazine, 85, https://doi.org/10.1180/mgm.2021.74",monoclinic,P2_1/m,,Na Mn^2+ Al P O F,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
2746,Kishonite,VH2,VH2,V H,IMA2020-023,nan,Israel,2020,Approved, , ,"Bindi L, Cámara F, Gain S E M, Griffin W L, Huang J, Saunders M, Toledo V (2020) Kishonite, VH_2_, and oreillyite, Cr_2_N, two new minerals from the corundum xenocrysts of Mt Carmel, Northern Israel. Minerals 10, 1118",cubic,Fm3m,,V H,"Biotic; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
2747,Kitagohaite,Pt7Cu,Pt7Cu,Pt Cu,IMA2013-114,nan,Democratic Republic of the Congo,2013,Approved, , ,"Cabral A R, Skála R, Vymazalová A, Kallistová A, Lehmann B, Jedwab J, Sidorinová T (2014) Kitagohaite, Pt_7_Cu, a new mineral from the Lubero region, North Kivu, Democratic Republic of the Congo. Mineralogical Magazine 78, 739-745",cubic,Fm-3m,1983.0,Pt Cu,"Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals"
2748,Kitkaite,NiTeSe,NiTeSe,Ni Te Se,nan,nan,Finland,1965,Approved,Melonite,melonite,"Häkli T A, Vuorelainen Y, Sahama G Th (1965) Kitkaite (NiTeSe), a new mineral from Kuusamo, northeast Finland, American Mineralogist 50, 581-586",hexagonal,P-3m1,2100.0,Ni Te Se,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
2749,Kittatinnyite,Ca2Mn2+Mn3+2(SiO4)2(OH)4·9H2O,Ca2Mn2+Mn3+2(SiO4)2(OH)4·9H2O,Ca Mn Si O H,IMA1982-083,nan,USA,1982,Approved, ,kittatinnyite,"Dunn P J, Peacor D R (1983) Kittatinnyite and wallkilldellite, silicate/arsenate analogues containing calcium and manganese, from Franklin and Sterling Hill, New Jersey, American Mineralogist 68, 1029-1032",nan,nan,1349.0,Ca Mn^2+ Mn^3+ Si O H,"Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
2750,Kladnoite,C6H4(CO)2NH,C6H4(CO)2NH,C H O N,nan,nan,Czech Republic,1942,"Approved,Grandfathered", , ,"Rost R (1942) Supplements to the mineralogy of the burning (coal) heaps in the region of Kladno, Rozpravy II. Trídy Ceské Akademie 52, 1-4",monoclinic,P2_1/n,0.0,C H O N,"Biotic; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
2751,Klajite,Mn2+Cu2+4(As5+O4)2(As5+O3OH)2·9H2O,MnCu4(AsO4)2(AsO3OH)2·9H2O,Mn Cu As O H,IMA2010-004,nan,Hungary,2010,Approved,Lindackerite, ,"Szakáll S, Fehér B, Bigi S, Mádai F (2011) Klajite from Recsk (Hungary), the first Mn-Cu arsenate mineral, European Journal of Mineralogy 23, 829-835",triclinic,P-1,35.7,Mn^2+ Cu^2+ As^5+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
2752,Klaprothite,Na6(U6+O2)(S6+O4)4·4H2O,Na6(UO2)(SO4)4(H2O)4,Na U O S H,IMA2015-087,nan,USA,2015,Approved, , ,"Kampf A R, Plášil J, Kasatkin A V, Marty J, Čejka J (2017) Klaprothite, péligotite and ottohahnite, three new minerals with bidentate UO_7_-SO_4_ linkages from the Blue Lizard mine, San Juan County, Utah, USA. Mineralogical Magazine 81, 753-779",monoclinic,P2_1/c,0.0,Na U^6+ O S^6+ H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
2753,Klebelsbergite,Sb3+4O4(S6+O4)(OH)2,Sb3+4O4(SO4)(OH)2,Sb O S H,nan,R060157,Romania,1929,"Approved,Redefined",Klebelsbergite, ,"Zsivny V (1929) Klebelsbergit, ein neues Mineral von Felsöbánya. Matematikai és Természettudományi Értesitö 46, 19-26

Redefined:
Nakai I, Appleman D E (1980) Klebelsbergite, Sb_4_O_4_(OH)_2_SO_4_: redefined and synthesis, American Mineralogist 65, 499-505",orthorhombic,Pca2_1,305.0,Sb^3+ O S^6+ H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
2754,Kleberite,Fe3+Ti4+6O11(OH)5,Fe3+Ti6O11(OH)5,Fe Ti O H,IMA2012-023,nan,Germany,2012,Approved,Tivanite, ,"Mineral named and described without IMA approval:
Bautsch H J, Rohde G, Sedlacek P, Zedler A (1978) Kleberit - ein neues Eisen-Titan-Oxidmineral aus tertiären Sanden. Zeitschrift für Geologische Wissenschaften 6, 661-671

Grey I E, Steinike K, MacRae C M (2013) Kleberite, Fe^3+^Ti_6_O_11_(OH)_5_, a new ilmenite alteration product, from Königshain, northeast Germany, Mineralogical Magazine 77, 45-55",monoclinic,P2_1/c,145.5,Fe^3+ Ti^4+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
2755,Kleemanite,Zn2+Al2(PO4)2(OH)2·3H2O,ZnAl2(PO4)2(OH)2·3H2O,Zn Al P O H,IMA1978-043,nan,Australia,1978,Approved, , ,"Pilkington E S, Segnit E R, Watts J, Francis G (1979) Kleemanite, a new zinc aluminium phosphate, Mineralogical Magazine 43, 93-95",monoclinic,nan,1795.0,Zn^2+ Al P O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
2756,Kleinite,"Hg2N(Cl,S6+O4)·nH2O","(Hg2N)(Cl,SO4)·nH2O",Hg N Cl S O H,nan,R060329 R150103,USA,1905,"Approved,Grandfathered", , ,"Sachs A (1905) Der Kleinit, ein hexagonales Quecksilberoxychlorid von Terlingua in Texas. Sitzungsberichte der Königlich Preussischen Akademie der Wissenschaften 1905, 1091-1094",monoclinic|hexagonal,nan,354.0,Hg N Cl S^6+ O H,"Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 7: Great Oxidation Event, PM46 - Near-surface hydrothermal alterations, PM47 - Low-T subaerial oxidative hydration/weathering"
2757,Klöchite,(Fe2+Fe3+)[box]2KZn2+3(Si12O30),(Fe2+Fe3+)[box]2KZn3(Si12O30),Fe K Zn Si O,IMA2007-054,nan,Austria,2007,Approved,Milarite, ,"Bojar H-P, Walter F, Hauzenberger C, Postl W (2011) Klöchite, K[box]_2_(Fe^2+^Fe^3+^)Zn_3_[Si_12_O_30_], a new milarite-type mineral species from the Klöch volcano, Styria, Austria. The Canadian Mineralogist 49, 1115-1124",hexagonal,P6/mcc,,Fe^2+ Fe^3+ K Zn^2+ Si O,"Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks"
2758,Klockmannite,Cu5.2Se6,Cu5.2Se6,Cu Se,nan,R070658,Argentina,1928,"Approved,Grandfathered",Covellite, ,"Ramdohr P (1928) Klockmannit, ein neues natürliches Kupferselenid, Centralblatt fur Mineralogie, Geologie und Palaontologie 1928, 225-232",hexagonal,P6_3/mmc,2716.0,Cu Se,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
2759,Klyuchevskite,K3Cu2+3Fe3+O2(S6+O4)4,K3Cu3Fe3+O2(SO4)4,K Cu Fe O S,IMA1987-027,R070659,Russia,1987,Approved,Klyuchevskite, ,"Vergasova L P, Filatov S K, Gorskaya M G, Ananiev V V, Sharov A S (1989) Klyuchevskite K_3_Cu_3_Fe^3+^O_2_(SO_4_)_4_ - a new mineral from volcanic sublimates, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 118(1), 70-73",monoclinic,I2,3.6e-05,K Cu^2+ Fe^3+ O S^6+,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
2760,Knasibfite,K3Na4(SiF6)3(BF4),K3Na4(SiF6)3(BF4),K Na Si F B,IMA2006-042,nan,Italy,2006,Approved, , ,"Demartin F, Gramaccioli C M, Campostrini I, Orlandi P (2008) Knasibfite, K_3_Na_4_[SiF_6_]_3_[BF_4_], a new hexafluorosilicate-tetrafluoroborate from La Fossa Crater, Vulcano, Aeolian Islands, Italy, The Canadian Mineralogist 46, 447-453",orthorhombic,Imm2,,K Na Si F B,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
2761,Knorringite,Mg3Cr3+2(SiO4)3,Mg3Cr2(SiO4)3,Mg Cr Si O,IMA1968-010,nan,Lesotho,1968,Approved,Garnet,garnet,"Nixon P H, Hornung G (1968) A new chromium garnet end member, knorringite, from Kimberlite, American Mineralogist 53, 1833-1840",cubic,Ia-3d,388.0,Mg Cr^3+ Si O,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites"
2762,Koashvite,Na6CaTi4+Si6O18,Na6CaTiSi6O18,Na Ca Ti Si O,IMA1973-026,nan,Russia,1973,Approved,Lovozerite-Koashvite,lovozerite,"Kapustin Y L, Pudovkina Z V, Bykova A V, Lyubomilova G V (1974) Koashvite, a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 103(5), 559-566",orthorhombic,nan,413.6,Na Ca Ti^4+ Si O,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
2763,Kobeite-(Y),"(Y3+,U6+,U4+)(Ti4+,Nb5+)2(O,OH)6","(Y,U)(Ti,Nb)2(O,OH)6 (?)",Y U Ti Nb O H,IMA1987 s.p.,nan,Japan,1950,"Approved,Renamed", ,columbite-euxenite-euxenite subgroup,"Takubo J, Ukai Y, Minato T (1950) Studies on the minerals containing rare elements (Part II) A new mineral found in Kobe-mura, Kyoto Prefecture, Japan, Chishitsugaku Zasshi 56, 509-513

Name changed from kobeite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042",nan,nan,602.0,Y^3+ U^6+ U^4+ Ti^4+ Nb^5+ O H,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
2764,Kobellite,"Pb2+11(Cu1+,Fe2+)2(Bi3+,Sb3+)15S2-35","Pb11(Cu,Fe)2(Bi,Sb)15S35",Pb Cu Fe Bi Sb S,nan,R070669 R110092,Sweden,1841,"Approved,Grandfathered",Kobellite,kobellite,"Setterberg J (1841) Undersökning af ett nytt mineral, funnet uti Hvena Kobolt-grufvor uti Nerike, Kong. Svenska Vetenskaps-Akademiens Handlingar 1841, 188-193

Chemical formula is redefined to Pb_3_BiSbS_6_:
Rammelsberg C F (1875) Kobellit, Handbuch der Mineralchemie 2, 100-101

The original chemical formula proposed by Setterberg is reconfirmed as Pb_6_Sb_2_Bi_4_S_15_:
Keller H F (1890) Ueber Kobellit von Ouray, Colorado, und über die chemische Zusammensetzung dieser Species. Zeitschrift für Krystallographie und Mineralogie 17, 67-72

Chemical formula is redefined again as Pb_6_FeSb_2_Bi_4_S_16_:
Nuffield E W (1948) Observations on kobellite, University of Toronto Studies: VI. Geological Series 52, 86-89

Chemical formula is redefined yet again as Pb_5_(Bi,Sb)_8_S_17_:
Harris D C, Jambor J L, Lachance G R, Thorpe R I (1968) Tintinaite, the antimony analogue of kobellite, The Canadian Mineralogist 9, 371-382

Chemical formula is redefined again, based on crystal structure, Pb_12_(Cu,Fe)_2_(Bi,Sb)_14_S_35_:
Miehe G (1971) Crystal structure of kobellite, Nature Physical Science 231, 133-134

Chemical formula redefined yet again:
Moëlo Y, Roger G, Maurel-Palacin D, Marcoux E, Laroussi A (1995) Chemistry of some Pb-(Cu,Fe)-(Sb,Bi) sulfosalts from France and Portugal. Implications for the crystal chemistry of lead sulfosalts in the Cu-poor part of the Pb_2_S_2_-Cu_2_S-Sb_2_S_3_-Bi_2_S_3_ system, Mineralogy and Petrology 53, 229-250 ",monoclinic|orthorhombic,Pnnm,2500.0,Pb^2+ Cu^1+ Fe^2+ Bi^3+ Sb^3+ S^2-,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
2765,Kobokoboite,Al6(PO4)4(OH)6·11H2O,Al6(PO4)4(OH)6·11H2O,Al P O H,IMA2009-057,nan,Democratic Republic of the Congo,2009,Approved, , ,"Mills S J, Birch W D, Kampf A R, van Wambeke L (2010) Kobokoboite, Al_6_(PO_4_)_4_(OH)_6_·11H_2_O, a new mineral from the Kobokobo pegmatite, Democratic Republic of the Congo, European Journal of Mineralogy 22, 305-308",triclinic,nan,975.3,Al P O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
2766,Kobyashevite,Cu2+5(S6+O4)2(OH)6·4H2O,Cu5(SO4)2(OH)6·4H2O,Cu S O H,IMA2011-066,R160001,Russia,2011,Approved,Not in a structural group, ,"Pekov I V, Zubkova N V, Yapaskurt V O, Belakovskiy D I, Chukanov N V, Kasatkin A V, Kuznetsov A M, Pushcharovsky D Y (2013) Kobyashevite, Cu_5_(SO_4_)_2_(OH)_6_·4H_2_O, a new devilline-group mineral from the Vishnevye Mountains, South Urals, Russia. Mineralogy and Petrology 107, 201-210",triclinic,P-1,66.0,Cu^2+ S^6+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
2767,Kochite,Ca2Mn2+Zr4+Na3Ti4+(Si2O7)2(OF)F2,Ca2MnZrNa3Ti(Si2O7)2(OF)F2,Ca Mn Zr Na Ti Si O F,IMA2002-012,nan,Denmark (Greenland),2002,"Approved,Redefined",Seidozerite-Rinkite,rosenbuschite,"Christiansen C C, Gault R A, Grice J D, Johnsen O (2003) Kochite, a new member of the rosenbuschite group from the Werner Bjerge alkaline complex, East Greenland, European Journal of Mineralogy 15, 551-554

Chemical formula revised:
Sokolova E (2006) From structure topology to chemical composition. I. Structural hierarchy and stereochemistry in titanium disilicate minerals, The Canadian Mineralogist 44, 1273-1330",triclinic,P-1,,Ca Mn^2+ Zr^4+ Na Ti^4+ Si O F,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
2768,Kochkarite,Pb2+Bi3+4Te2-7,PbBi4Te7,Pb Bi Te,IMA1988-030,nan,Russia,1988,Approved,Tetradymite, ,"Spiridonov E M, Ershova N A, Tananaeva O I (1989) Kochkarite PbBi_4_Te_7_ - A new mineral from contact metamorphosed ores, Geologiya Rudnykh Mestorozhdenii 31, 98-102",hexagonal,P-3m1,145.0,Pb^2+ Bi^3+ Te^2-,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
2769,Kochsándorite,CaAl2(CO3)2(OH)4·H2O,CaAl2(CO3)2(OH)4·H2O,Ca Al C O H,IMA2004-037,nan,Hungary,2004,Approved,Dundasite, ,"Sajó I E, Szakáll S (2007) Kochsándorite, a new Ca-Al carbonate mineral species from the Mány coal deposit, Hungary, The Canadian Mineralogist 45, 479-483",orthorhombic,Pnma,56.0,Ca Al C O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals"
2770,Kodamaite,Na3(Ca5Na)Si16O36(OH)4F2·(14-<i>x</i>)H2O (x ≈ 5),Na3(Ca5Na)Si16O36(OH)4F2·(14-<i>x</i>)H2O (x ≈ 5),Na Ca Si O H F,IMA2018-134,nan,Canada,2019,"Approved,Pending publication",Gyrolite, ,"McDonald A.M. and Chao G.Y. (2019) Kodamaite, IMA 2018-134. CNMNC Newsletter No. 51; Mineralogical Magazine, 83, doi: 10.1180/mgm.2019.58",triclinic,P-1,,Na Ca Si O H F,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
2771,Koechlinite,Bi3+2Mo6+O6,Bi2MoO6,Bi Mo O,nan,nan,Germany,1914,"Approved,Grandfathered", ,koechlinite,"Schaller W T (1914) Mineralogical notes. Koechlinite (bismuth molybdate), a new mineral from Schneeberg, Journal of the Washington Academy of Sciences 4, 354-356",orthorhombic,Pca2_1,2684.0,Bi^3+ Mo^6+ O,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
2772,Koenenite,Na4Mg9Al4Cl12(OH)22,Na4Mg9Al4Cl12(OH)22,Na Mg Al Cl O H,nan,R060989,Germany,1902,"Approved,Grandfathered", , ,"Rinne F (1902) Koenenit, Centralblatt fur Mineralogie, Geologie und Palaontologie 1902, 493-499",hexagonal,R-3m|P-3m1,,Na Mg Al Cl O H,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic)"
